@relation 'Multiclass Clothing Sales Dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-Llast'

@attribute Product_Category {'Traditional Wear',Athleisure,Outerwear,Bottoms,Tops}
@attribute Brand {'Forever 21','Ralph Lauren',Nike,Zara,Wrangler,Balenciaga,Uniqlo,Reebok,Gucci,'Louis Vuitton','Tommy Hilfiger','Under Armour','Calvin Klein',Puma,Diesel,Versace,Levi’s,Adidas,H&M,GAP}
@attribute Product_Name {Tops,'Casual Shirt',Blazer,Leggings,Dress,Jeans,Hoodie,Jumpsuit,Trousers,Jacket,Skirt,T-Shirt,Saree,Kurta,Shorts,'Polo Shirt',Palazzo,Sweatshirt,'Formal Shirt','Track Pants'}
@attribute Gender {Women,Men}
@attribute Size {S,XXL,M,XL,L}
@attribute Color {White,Yellow,Green,Orange,Purple,Black,Pink,Red,Blue}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,'Net Banking',Cash}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price numeric
@attribute Cost_Price numeric
@attribute Discount_Percentage numeric
@attribute Quantity_Sold numeric
@attribute Total_Sales numeric
@attribute Stock_Availability numeric
@attribute Customer_Age numeric
@attribute Purchase_Frequency numeric
@attribute Store_Rating numeric
@attribute Return_Rate numeric
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
'Traditional Wear',Versace,Jeans,Women,XXL,Pink,Winter,Card,New,587.580594,686.096999,32.362602,4,73995.870214,380,18,3.262924,3.108209,16.756687,'Medium Sales',no,no
'Traditional Wear',Balenciaga,Tops,Men,M,Green,All-Season,UPI,Returning,594.495909,717.534638,30.29227,5,71409.398722,185,38,2.587207,4.88112,2.879668,'High Sales',no,no
Athleisure,Wrangler,Jumpsuit,Men,XXL,Blue,All-Season,Cash,Returning,1118.134192,816.225918,40.393783,8,67227.770301,290,35,3.114954,4.78579,21.986232,'Medium Sales',no,no
Bottoms,Reebok,'Formal Shirt',Men,M,Orange,Summer,'Net Banking',New,852.720684,978.979616,27.051489,6,51146.898003,483,48,2.489417,3.101642,2.405427,'Medium Sales',no,no
Athleisure,H&M,Leggings,Men,L,Red,Winter,Card,New,1419.61737,554.975878,49.184033,6,30667.839257,433,49,1.026845,4.97519,20.213306,'Low Sales',no,no
Outerwear,Nike,Dress,Men,XL,Yellow,Summer,Card,New,1304.761304,602.731043,48.147994,8,48376.404116,287,23,2.395437,3.273681,16.434098,'High Sales',no,no
'Traditional Wear',Versace,Leggings,Men,M,Blue,Summer,'Net Banking',New,944.157051,615.727098,39.080095,1,54510.009959,378,46,0.789298,4.107479,16.827909,'Low Sales',no,no
Tops,Zara,Hoodie,Women,XL,White,Winter,Cash,New,1554.029505,427.400875,42.945077,3,18027.183576,406,47,1.253139,3.761929,25.44599,'Medium Sales',no,no
Athleisure,Zara,Kurta,Men,XL,Yellow,Summer,UPI,New,1345.982076,849.90672,27.417456,4,70377.286223,222,40,2.208592,4.50592,16.847823,'High Sales',no,no
Bottoms,Gucci,Sweatshirt,Women,M,Green,Winter,'Net Banking',Returning,1554.029505,1178.584167,40.280785,2,86642.662231,45,59,1.039681,3.479888,20.046029,'Low Sales',no,no
Bottoms,Zara,Palazzo,Men,M,Orange,Winter,Card,Returning,1074.672605,1391.913772,13.934803,5,69806.301063,218,26,2.322505,4.682738,21.256556,'Low Sales',no,no
'Traditional Wear',Balenciaga,Kurta,Women,S,Pink,All-Season,UPI,Returning,1628.53288,580.583823,14.888964,3,52267.981762,482,55,2.595809,3.390714,19.566345,'High Sales',no,no
Athleisure,'Under Armour',Skirt,Women,XXL,Pink,Winter,Cash,New,564.251676,1236.053728,8.047146,9,44575.922024,349,25,1.99006,3.803028,18.324612,'Low Sales',no,no
Athleisure,Uniqlo,Kurta,Men,XL,White,All-Season,Card,New,861.689496,1428.425121,14.490524,8,45949.876602,144,56,3.129717,3.727883,8.248231,'High Sales',no,no
Outerwear,Balenciaga,'Casual Shirt',Men,XXL,Yellow,All-Season,Card,New,1348.355736,1339.818599,10.58785,6,38368.593982,264,25,3.035495,3.126717,14.834751,'Medium Sales',no,no
Athleisure,Puma,Hoodie,Women,S,White,Winter,Cash,Returning,2584.441427,1723.238908,31.982446,7,45249.352679,492,30,1.326706,3.103534,5.587783,'Low Sales',no,no
Outerwear,Adidas,Leggings,Men,S,Purple,Winter,UPI,New,2344.200011,12.578716,16.486353,5,28867.526349,256,19,1.711343,3.197644,25.63592,'Medium Sales',no,no
Bottoms,'Calvin Klein',T-Shirt,Women,XL,Orange,Summer,'Net Banking',New,1764.672694,1720.514523,27.80747,7,64917.570446,8,38,1.095533,3.660899,14.917058,'Low Sales',no,no
Athleisure,GAP,Tops,Men,S,Yellow,Summer,UPI,Returning,1438.49711,1939.535569,16.440661,5,46945.978189,242,62,3.379208,3.883034,15.032086,'Low Sales',no,no
'Traditional Wear','Ralph Lauren',Jumpsuit,Women,L,Blue,All-Season,'Net Banking',New,2453.141934,495.461163,40.286862,7,71859.571072,439,30,3.267627,4.823058,9.635492,'Low Sales',no,no
Outerwear,'Under Armour',Tops,Women,L,Yellow,Summer,'Net Banking',New,1589.743465,1297.692379,47.453519,2,69836.002573,202,45,1.630178,4.12619,11.039501,'High Sales',no,no
Outerwear,Versace,Dress,Women,L,Blue,Summer,'Net Banking',New,1189.715703,1436.678589,5.270401,6,63552.729264,99,45,0.411357,4.816121,14.185109,'Medium Sales',no,no
'Traditional Wear',H&M,Leggings,Men,XXL,Yellow,All-Season,Card,New,1068.177316,858.563074,29.47481,1,17678.758135,249,39,1.491267,4.149084,14.146161,'High Sales',no,no
Tops,'Under Armour',T-Shirt,Women,L,Pink,Summer,Card,New,1605.695906,918.290121,4.104051,9,48391.723108,48,19,0.285003,4.889562,9.817628,'Medium Sales',no,no
'Traditional Wear','Calvin Klein',Leggings,Men,L,Yellow,All-Season,Card,New,1622.320693,2141.264943,22.234745,8,79437.164172,37,52,1.66728,4.099026,12.656938,'Medium Sales',no,no
Outerwear,'Tommy Hilfiger',Saree,Men,XXL,Black,Summer,Cash,Returning,1823.349683,746.747088,29.949093,1,94610.090148,289,64,1.053255,3.849379,14.012423,'Medium Sales',no,no
'Traditional Wear',Reebok,'Polo Shirt',Men,M,Green,All-Season,UPI,New,824.037598,482.682805,35.277097,5,52213.100887,32,54,1.278808,4.934928,11.970706,'Medium Sales',no,no
Outerwear,Reebok,Palazzo,Women,XL,White,All-Season,'Net Banking',Returning,2006.856884,1191.336838,0.833648,6,73796.826997,377,50,3.432808,4.957999,20.001433,'Medium Sales',no,no
Tops,GAP,Blazer,Men,XL,Red,Summer,Card,Returning,2708.072392,1429.914348,12.595686,9,48474.890285,253,55,2.353337,3.940141,26.005065,'Medium Sales',no,no
Athleisure,'Calvin Klein','Polo Shirt',Women,L,Yellow,Winter,Card,New,1860.350537,88.739051,12.954898,1,46755.907724,217,42,-0.584342,3.027792,26.328436,'Low Sales',no,no
Bottoms,Levi’s,'Casual Shirt',Men,M,Green,Winter,UPI,New,812.070644,1172.094625,1.051163,2,28922.823601,303,24,0.829152,3.051663,16.28274,'High Sales',no,no
Tops,H&M,Kurta,Women,XL,Green,Summer,Cash,New,1654.15617,2075.666428,32.082726,1,39865.206079,452,20,1.992384,3.429435,22.345823,'Medium Sales',no,no
Athleisure,H&M,'Track Pants',Women,XXL,Black,Summer,'Net Banking',New,1273.086204,1623.26557,23.834993,4,32345.543005,378,42,1.487276,3.034756,19.017743,'Low Sales',no,no
'Traditional Wear',Zara,Kurta,Women,XL,White,Winter,'Net Banking',New,1362.580553,682.011184,8.64695,6,48454.312445,495,49,2.513159,4.241979,13.473667,'Medium Sales',no,no
Outerwear,Levi’s,'Track Pants',Men,M,Orange,Summer,Cash,Returning,672.569222,1146.114145,5.130438,9,60240.199821,218,26,0.324625,3.058941,7.789536,'High Sales',no,no
Tops,H&M,Hoodie,Men,XL,Purple,Winter,Card,New,2470.525741,593.951025,24.509853,4,22900.160695,379,63,2.087464,3.183816,0.157249,'Low Sales',no,no
'Traditional Wear',Uniqlo,'Polo Shirt',Women,XL,Yellow,Winter,Cash,New,1037.18015,1547.514476,32.684913,5,77789.516956,453,34,1.649987,4.679236,7.496528,'High Sales',no,no
Athleisure,'Forever 21',Shorts,Women,S,Blue,Winter,Cash,New,781.187244,756.121545,36.435102,1,64206.346818,429,62,1.456397,4.759722,3.748761,'Medium Sales',no,no
Bottoms,Uniqlo,Kurta,Men,XL,Purple,All-Season,Cash,New,1322.458482,1222.810454,36.816764,3,63670.207424,448,52,1.821501,4.294294,15.169328,'Medium Sales',no,no
Tops,'Tommy Hilfiger',Kurta,Women,S,Yellow,All-Season,Card,New,1879.681436,1043.730522,5.064315,8,14569.47277,220,27,3.300492,4.398169,24.554828,'Medium Sales',no,no
Bottoms,'Tommy Hilfiger',Dress,Men,S,Red,Summer,UPI,New,1044.490563,1464.031845,7.288193,7,33003.379997,97,32,1.813864,3.377199,24.773121,'High Sales',no,no
'Traditional Wear',H&M,'Track Pants',Women,XL,Red,Winter,Card,Returning,1736.975534,1442.852869,3.019634,8,38474.857191,262,41.066821,1.624215,4.455285,2.450784,'Low Sales',no,no
Athleisure,'Tommy Hilfiger',T-Shirt,Men,XL,Green,Winter,'Net Banking',Returning,1124.374959,1369.677608,1.071184,3,39885.479641,250.329842,37,2.116067,3.113281,2.502869,'Medium Sales',no,no
Tops,'Under Armour',Blazer,Women,XXL,Purple,Winter,'Net Banking',New,1961.707535,938.0598,38.270274,7,58409.116782,488,34,1.499397,4.659191,13.941801,'Low Sales',no,no
Athleisure,'Ralph Lauren','Track Pants',Women,S,Pink,Summer,Cash,New,1919.613628,1006.348414,3.777176,5,42328.019989,163,39,2.030051,4.987574,26.004397,'High Sales',no,no
Outerwear,GAP,Tops,Women,S,White,Winter,'Net Banking',Returning,1599.969991,1105.744281,24.994389,8,53137.603197,65,53,1.080904,4.078738,25.529615,'Medium Sales',no,no
Athleisure,Wrangler,Trousers,Men,S,Red,Winter,Card,New,2318.737347,1452.424217,26.368581,9,52766.951913,13,38,0.230477,3.804376,14.412075,'Low Sales',no,no
Athleisure,Levi’s,'Formal Shirt',Men,XXL,Pink,All-Season,Cash,New,1663.32673,785.325545,39.488149,4,38459.893362,156,37,1.647444,3.41961,26.760896,'Medium Sales',no,no
Athleisure,Versace,'Casual Shirt',Men,XL,Yellow,Summer,Card,New,1554.029505,1019.538453,24.994389,6,65398.267372,343,64,4.173205,3.992607,28.290788,'Medium Sales',no,no
Tops,'Ralph Lauren',T-Shirt,Women,XXL,Pink,Summer,Card,Returning,1554.029505,1260.241015,28.567185,5,49958.835121,403,56,1.923662,4.127485,18.896669,'High Sales',no,no
Tops,Uniqlo,'Polo Shirt',Men,L,Yellow,Winter,Cash,Returning,1752.872613,1318.776605,24.493936,7,56104.404212,38,58,0.246686,3.184848,10.655188,'High Sales',no,no
Tops,'Louis Vuitton','Polo Shirt',Men,M,Red,Summer,Card,Returning,1880.372127,754.145613,12.150661,1,32440.798882,317,43,2.961602,3.881347,20.378281,'Low Sales',no,no
Bottoms,GAP,'Casual Shirt',Women,M,Blue,Summer,Cash,Returning,1554.029505,1131.042784,40.196221,6,41588.393268,378,38,2.454258,3.107211,19.081642,'High Sales',no,no
'Traditional Wear',Puma,Jacket,Men,L,Purple,Winter,'Net Banking',Returning,1529.49811,891.487179,45.707742,2,23663.98627,56,31,1.49149,3.995121,17.100966,'High Sales',no,no
'Traditional Wear',Adidas,Jumpsuit,Women,S,Green,All-Season,Cash,Returning,337.631242,552.017229,45.220223,1,60836.598449,358,24,0.846517,4.722226,2.436857,'Low Sales',no,no
Athleisure,Uniqlo,Skirt,Men,XL,Orange,All-Season,UPI,Returning,910.637136,1004.071744,6.179637,2,38630.881447,19,27,2.336903,3.667867,1.926753,'Low Sales',no,no
Bottoms,Reebok,Leggings,Women,XL,Blue,Winter,Cash,Returning,1518.06105,1146.241434,26.457927,1,42401.405694,172,35,2.473062,3.92814,7.812512,'Low Sales',no,no
'Traditional Wear','Louis Vuitton',Tops,Women,XL,Orange,Summer,UPI,Returning,1143.316625,730.131546,44.158485,1,42340.829758,166,27,3.056307,4.414908,26.760181,'Medium Sales',no,no
Tops,Nike,Jeans,Women,XXL,Black,All-Season,'Net Banking',Returning,1385.706042,1111.287975,49.264987,9,39036.848466,476,38,3.402011,4.967792,14.060537,'Low Sales',no,no
Outerwear,Levi’s,Leggings,Women,XXL,Black,Summer,Card,New,1922.0348,1122.80036,13.117665,6,82193.970491,416,35,3.586873,4.227394,7.186629,'Medium Sales',no,no
Outerwear,Puma,Jeans,Men,S,Orange,Summer,Cash,New,2354.597801,917.992042,37.535724,7,15180.095963,147,50,2.329332,3.271457,14.232078,'High Sales',no,no
'Traditional Wear','Tommy Hilfiger',Trousers,Women,S,Yellow,Summer,'Net Banking',Returning,1289.200593,789.818725,20.187292,6,50848.867678,166,33,2.527904,3.556998,11.131405,'Low Sales',no,no
Bottoms,Nike,T-Shirt,Men,XXL,Red,Winter,Cash,Returning,1570.981713,1075.850415,4.644183,2,31432.865368,361,28,1.243949,4.236659,20.949483,'Medium Sales',no,no
'Traditional Wear',Puma,Blazer,Women,L,Purple,Summer,Card,Returning,1319.082907,254.548702,42.333719,5,72757.690397,226,24,2.024709,3.832143,1.800555,'Low Sales',no,no
Tops,Diesel,'Track Pants',Women,L,Purple,All-Season,Cash,Returning,890.438474,374.857801,13.711293,5,64237.802593,177,47,0.942473,4.744109,29.660764,'High Sales',no,no
Bottoms,Adidas,Shorts,Women,M,Green,All-Season,Cash,Returning,1016.157428,1621.751877,30.780163,3,68864.227728,299,43,1.031426,3.575379,8.439985,'High Sales',no,no
Outerwear,Nike,Blazer,Men,M,Red,Winter,UPI,Returning,555.704929,786.031451,1.626367,9,59730.855236,150,49,1.593332,4.266137,22.153508,'High Sales',no,no
Athleisure,Gucci,T-Shirt,Women,S,Purple,Winter,UPI,New,1485.13934,1487.679359,25.156237,4,45084.376462,118,27,2.082173,3.995121,17.293099,'Medium Sales',no,no
Tops,Wrangler,Blazer,Men,M,Black,Winter,'Net Banking',New,845.392362,365.925685,48.669501,1,61080.65906,67,22,1.947043,4.260559,6.96189,'Low Sales',no,no
Bottoms,Adidas,Kurta,Women,XXL,Blue,Winter,Card,Returning,425.695837,1166.359311,4.185994,3,75781.894003,159,63,2.159468,3.81979,25.137685,'Low Sales',no,no
Athleisure,'Tommy Hilfiger',T-Shirt,Women,XXL,Blue,Winter,UPI,New,1849.31498,1377.402788,27.748707,4,56745.433508,70,38,1.80265,4.636628,12.054234,'Low Sales',no,no
Tops,Versace,'Formal Shirt',Men,S,Red,All-Season,'Net Banking',Returning,1341.479336,1311.934301,4.817997,3,48703.009945,282,34,0.795487,3.894312,2.391057,'Low Sales',no,no
Outerwear,'Tommy Hilfiger',Trousers,Women,S,Purple,All-Season,'Net Banking',Returning,1093.429486,432.687866,7.420804,7,27276.993517,239,24,2.880574,4.562784,2.3554,'Medium Sales',no,no
Bottoms,Zara,Jumpsuit,Men,XL,Green,Summer,Cash,Returning,1934.003854,239.806014,24.994389,9,54565.32837,233,55,3.124071,4.049617,2.573699,'High Sales',no,no
'Traditional Wear',GAP,Tops,Men,XXL,Green,Summer,Card,Returning,991.555009,1188.257421,24.994389,9,28911.452599,441,20,1.851843,3.467387,11.196695,'Medium Sales',no,no
Bottoms,'Under Armour',Jeans,Men,XXL,Pink,Winter,Cash,New,1260.04358,602.361683,29.549677,5,1373.231447,366,56,2.494979,3.087385,0.305205,'High Sales',no,no
Bottoms,Versace,Jumpsuit,Women,M,Black,All-Season,'Net Banking',New,1806.236892,1679.693621,23.329525,3,46811.746983,450,57,0.850166,4.605967,9.857099,'High Sales',no,no
Tops,Uniqlo,'Formal Shirt',Men,S,Purple,Winter,Cash,Returning,2097.821862,422.840077,44.462225,6,54654.188624,493,53,1.482122,3.657861,28.910597,'High Sales',no,no
'Traditional Wear',Zara,'Formal Shirt',Men,L,Orange,Summer,UPI,Returning,1793.399805,349.937079,26.710376,1,61858.675975,255,24,1.431069,4.440896,19.537753,'High Sales',no,no
Outerwear,'Forever 21',Sweatshirt,Men,M,Purple,All-Season,'Net Banking',Returning,2394.63253,1467.072787,32.117992,7,76420.434401,461,34,1.792481,3.032837,11.616546,'High Sales',no,no
Athleisure,Adidas,T-Shirt,Women,XL,Yellow,All-Season,'Net Banking',Returning,676.593407,1518.334304,34.292836,8,23447.834738,88,25,3.126335,3.554482,6.562446,'Low Sales',no,no
Outerwear,'Forever 21',Palazzo,Men,L,Blue,All-Season,Card,Returning,2727.841838,1537.412884,4.28699,9,42989.398955,70,20,1.253265,4.493926,21.194172,'Low Sales',no,no
'Traditional Wear','Calvin Klein','Track Pants',Men,S,Blue,All-Season,'Net Banking',Returning,1274.57826,1018.581905,0.176658,8,84986.079434,486,44,2.168846,4.106521,22.127715,'Medium Sales',no,no
Athleisure,Diesel,Shorts,Women,L,Red,Winter,Cash,Returning,751.534795,827.687467,10.713952,8,6286.421697,466,34,1.747298,4.16129,6.79114,'Medium Sales',no,no
Bottoms,Versace,T-Shirt,Men,M,Red,All-Season,UPI,Returning,1305.851255,979.970396,30.496423,8,64709.971044,467,27,2.443178,4.829705,16.349023,'Medium Sales',no,no
Athleisure,H&M,'Track Pants',Men,S,Purple,All-Season,UPI,Returning,1345.389837,1303.65903,39.275206,1,73036.438519,293,52,0.041008,4.965537,22.209655,'Medium Sales',no,no
Bottoms,GAP,'Casual Shirt',Women,XXL,Black,Winter,'Net Banking',Returning,75.38846,727.230461,24.994389,7,69231.675959,308,28,2.500764,3.995121,8.069575,'Medium Sales',no,no
'Traditional Wear',Uniqlo,'Casual Shirt',Women,L,Pink,Winter,Card,New,984.601602,610.819381,1.55047,2,43483.858633,157,19,3.705998,3.160778,9.954434,'Low Sales',no,no
Outerwear,Wrangler,Shorts,Men,L,Yellow,All-Season,UPI,New,1767.297778,966.274308,46.099835,7,23937.404249,307,55,1.901943,4.897155,12.397182,'Low Sales',no,no
Tops,'Tommy Hilfiger',Trousers,Men,XL,Blue,Summer,UPI,New,1362.276775,894.222462,44.206423,9,46951.037203,250.329842,53,2.090716,3.165693,4.245451,'High Sales',no,no
Athleisure,Levi’s,Jacket,Men,S,Orange,All-Season,Card,New,517.079886,923.243001,18.162005,8,29344.468857,474,30,1.302649,3.919068,21.077005,'Medium Sales',no,no
Tops,Wrangler,Sweatshirt,Women,S,Yellow,Winter,Cash,New,1522.846827,1243.752712,16.201587,7,84531.172957,120,43,1.76217,3.618021,9.018157,'High Sales',no,no
Tops,Adidas,Trousers,Men,M,Red,Summer,'Net Banking',New,693.320958,958.637705,38.146561,1,67659.040159,298,34,2.441493,4.091223,14.803846,'Medium Sales',no,no
Athleisure,'Under Armour',Jumpsuit,Women,M,Pink,Winter,Cash,New,2348.1232,1338.671198,45.31983,7,44984.448566,100,23,2.479692,4.640897,17.715153,'High Sales',no,no
Tops,Reebok,Kurta,Men,XXL,Yellow,Summer,UPI,Returning,1369.537622,945.61125,38.338878,1,50165.585225,450,20,3.226461,4.390185,0.063794,'Medium Sales',no,no
Tops,Puma,'Track Pants',Women,XXL,Orange,Winter,Card,New,2136.218387,1023.205304,9.023111,1,73575.708439,38,25,1.813599,3.995121,26.572902,'Medium Sales',no,no
Tops,'Under Armour',Jeans,Women,S,Orange,Winter,Card,Returning,1554.029505,1100.432778,9.708833,5,84833.597995,463,60,1.647061,3.39709,8.701859,'Medium Sales',no,no
Outerwear,Nike,'Casual Shirt',Men,S,Orange,All-Season,Cash,Returning,668.185703,1030.167999,10.490744,6,38083.983313,401,28,1.920517,4.941932,8.765427,'Medium Sales',no,no
Bottoms,'Forever 21',Jumpsuit,Women,S,Purple,Summer,'Net Banking',Returning,1040.668123,1445.382637,12.666217,2,61631.826262,493,61,0.687958,4.470037,20.006069,'Low Sales',no,no
Outerwear,Versace,Skirt,Women,S,Red,Winter,'Net Banking',New,1801.43215,976.000043,2.859409,1,68634.627297,481,37,2.358332,4.078308,1.044753,'Low Sales',no,no
Outerwear,Zara,Jacket,Women,L,Red,Winter,'Net Banking',Returning,1757.851679,1253.048224,1.935532,2,40574.400486,30,59,3.21413,3.127998,16.575032,'Low Sales',no,no
Bottoms,'Calvin Klein',Palazzo,Men,XL,Pink,Summer,'Net Banking',New,1554.029505,1136.745871,18.152528,3,27333.199482,401,37,3.466713,3.887915,24.740704,'High Sales',no,no
Bottoms,Adidas,Jeans,Women,XXL,Black,All-Season,Card,New,1347.471183,983.376674,24.994389,9,40873.039711,313,27,2.765162,4.640484,13.851267,'Medium Sales',no,no
Tops,Zara,Trousers,Men,L,White,All-Season,Cash,New,1911.016457,821.460972,40.538772,1,51341.304282,250.329842,61,0.760342,3.213796,1.447334,'High Sales',no,no
Outerwear,Gucci,'Track Pants',Men,M,White,Winter,Cash,Returning,1466.992657,234.724266,5.672171,9,41607.449114,250.329842,42,1.40037,3.893687,8.002755,'Medium Sales',no,no
Athleisure,Balenciaga,Shorts,Men,M,Blue,Summer,Card,Returning,1532.245148,991.017178,38.598938,5,33279.304534,486,49,2.709752,4.027277,7.652556,'Medium Sales',no,no
Athleisure,H&M,Leggings,Men,XL,Pink,All-Season,'Net Banking',New,1239.151228,871.623784,23.466622,7,63718.108914,117,18,1.65734,4.228021,11.102059,'Medium Sales',no,no
Tops,H&M,Tops,Men,L,Green,All-Season,Card,New,1975.48802,710.561534,46.90979,5,92490.920443,61,45,2.613598,3.603608,3.196488,'Medium Sales',no,no
Outerwear,Wrangler,Blazer,Women,S,Purple,All-Season,Cash,New,1019.153111,1078.702472,34.599899,6,86909.677567,242,38,0.666531,3.392835,19.446695,'High Sales',no,no
Tops,Gucci,Saree,Women,S,White,Winter,Cash,Returning,1366.595895,991.450072,25.299605,7,31271.44678,208,64,-0.134605,4.75112,29.704017,'Low Sales',no,no
Outerwear,Balenciaga,Kurta,Men,XL,Orange,Summer,UPI,New,1258.621617,991.629718,29.561936,7,32657.848995,497,27,3.173739,4.495738,20.848404,'High Sales',no,no
Tops,Levi’s,Shorts,Women,L,Blue,All-Season,Card,New,916.232246,-220.980422,28.085807,3,23017.210343,152,59,3.474433,3.055904,16.078555,'Medium Sales',no,no
Bottoms,'Ralph Lauren',Palazzo,Women,M,Green,Summer,Card,Returning,1725.620244,734.967996,8.556225,5,39482.104593,250.329842,64,0.10354,3.366521,13.950956,'Medium Sales',no,no
Athleisure,Zara,Dress,Women,XL,Black,Winter,'Net Banking',Returning,997.877953,957.459817,28.752978,4,48525.810877,22,52,3.480586,3.03447,22.922229,'Low Sales',no,no
Tops,Puma,Dress,Women,S,Black,All-Season,Card,Returning,1141.515343,783.182013,24.994389,9,37798.601918,280,49,2.031567,3.995121,19.558525,'Low Sales',no,no
Outerwear,Gucci,Jeans,Men,M,Pink,All-Season,Card,Returning,1674.094888,1456.038157,44.959273,9,77616.376659,109,60,3.881891,3.692534,10.364121,'Low Sales',no,no
Athleisure,'Under Armour','Formal Shirt',Women,S,White,Summer,'Net Banking',New,1689.7655,1698.089286,9.117415,8,55000.548408,470,32,1.037877,4.992247,24.964432,'Medium Sales',no,no
Tops,Balenciaga,Saree,Women,L,Orange,Winter,Card,Returning,2525.245289,441.864814,43.956278,2,51932.300161,250.329842,41,0.876919,3.491706,22.666163,'Low Sales',no,no
'Traditional Wear',H&M,Palazzo,Women,XXL,White,Summer,Card,Returning,2459.465763,323.07007,16.711283,6,22476.735885,174,23,1.38674,3.265702,18.592458,'High Sales',no,no
Athleisure,Adidas,Shorts,Men,S,Red,Summer,'Net Banking',New,1405.314805,368.151889,16.252795,1,55724.506357,303,44,1.007304,4.050616,28.070215,'Medium Sales',no,no
'Traditional Wear','Louis Vuitton',Hoodie,Men,S,Purple,All-Season,Card,Returning,1865.932225,1460.666283,37.816291,1,32455.879024,148,53,1.59453,3.995121,16.610597,'High Sales',no,no
Outerwear,Diesel,Hoodie,Men,XL,Blue,Summer,'Net Banking',New,1787.57464,1559.633992,5.132086,8,39168.916309,493,30,-1.126471,4.619572,28.683757,'Low Sales',no,no
Bottoms,Balenciaga,Sweatshirt,Women,XXL,Red,Winter,UPI,New,1015.243158,762.660271,29.601357,8,32463.265255,187,28,2.731695,3.492251,0.091155,'Medium Sales',no,no
Bottoms,Balenciaga,Leggings,Women,S,Blue,Summer,Card,New,1871.052432,615.76179,11.721988,8,22270.869086,137,41,0.637986,4.482447,8.561828,'Medium Sales',no,no
Outerwear,Uniqlo,'Formal Shirt',Women,L,Orange,Summer,'Net Banking',New,1551.307539,1038.295703,23.002527,8,29172.703775,473,30,0.894031,4.986849,3.332294,'High Sales',no,no
'Traditional Wear','Tommy Hilfiger','Track Pants',Women,S,Purple,All-Season,Cash,New,1549.670984,2093.49332,24.830807,7,26519.609682,279,58,2.988976,3.082589,6.065726,'Low Sales',no,no
Bottoms,'Forever 21',Hoodie,Women,L,Green,Winter,Cash,Returning,1902.104626,1227.450351,33.76967,3,58527.946408,479,41.066821,0.47023,3.287516,18.951168,'Low Sales',no,no
Bottoms,Wrangler,Trousers,Women,S,Red,Winter,Cash,New,1575.862315,1125.247628,26.075968,4,53361.79526,245,41.066821,2.719206,3.807552,25.95365,'High Sales',no,no
'Traditional Wear',Versace,Jumpsuit,Women,XXL,Blue,Winter,Card,New,1083.462557,1343.894455,20.681343,7,50078.332829,491,47,1.91148,3.713476,15.729638,'High Sales',no,no
Tops,Balenciaga,Palazzo,Women,L,Blue,Winter,Card,Returning,405.380391,967.253228,24.994389,6,65775.874845,250.329842,62,2.542897,4.487432,23.641877,'Low Sales',no,no
Bottoms,'Calvin Klein','Track Pants',Women,S,Orange,Summer,Card,Returning,2264.763205,1105.526304,11.35552,5,104401.544568,267,39,1.912966,4.252896,9.325473,'Low Sales',no,no
Bottoms,Nike,Blazer,Women,XL,Black,Winter,Card,Returning,1777.3449,1050.99954,30.764893,2,78761.330123,456,41.066821,0.621152,4.471212,10.28429,'Medium Sales',no,no
Tops,'Tommy Hilfiger',Dress,Men,XL,Blue,Winter,UPI,Returning,1140.044259,767.67766,35.942816,5,32919.023813,121,21,2.605611,4.332575,7.789822,'Medium Sales',no,no
'Traditional Wear',Levi’s,Hoodie,Women,M,Black,Winter,Cash,Returning,2358.535103,1005.290966,10.3315,2,61740.694469,202,44,2.359996,4.155483,0.176092,'Medium Sales',no,no
'Traditional Wear',Levi’s,Leggings,Women,XL,White,Winter,UPI,Returning,1672.471744,1199.69159,24.994389,8,25050.330245,108,52,2.362216,3.652286,0.297337,'High Sales',no,no
Tops,Wrangler,Jeans,Men,L,Yellow,Winter,UPI,Returning,1554.029505,1101.768578,32.127461,1,32110.706732,253,31,1.811884,4.419288,0.835843,'Low Sales',no,no
Bottoms,GAP,Skirt,Women,L,Black,Winter,'Net Banking',New,1767.204701,1739.55182,5.898486,2,41254.508058,155,58,1.940006,4.658548,1.358158,'Medium Sales',no,no
Tops,Wrangler,Jeans,Men,L,Pink,All-Season,UPI,Returning,2475.791726,568.157913,1.049341,4,68366.855828,149,42,2.83568,3.980784,7.819294,'High Sales',no,no
Outerwear,'Under Armour',Trousers,Women,S,Red,All-Season,'Net Banking',New,2084.745788,502.50464,44.423837,5,45317.474456,250.329842,33,2.425886,3.677766,24.960558,'High Sales',no,no
